Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
2730_at	GCLM	3	2	9	6	6	3	0.055237269										
10863_at	ADAM28	-5	4	0	11	2	8	0.055272508										
5836_at	PYGL	1	4	-1	1	-4	-2	0.055314814										
6692_at	SPINT1	17	14	-4	-4	-4	11	0.055367863										
56915_at	EXOSC5	5	4	14	1	11	1	0.055436097										
2328_at	FMO3	6	11	11	5	9	10	0.055446134										
50944_at	SHANK1	13	8	8	8	-2	10	0.055477238										
1201_at	CLN3	10	-3	-1	5	-6	7	0.055565093										
9295_at	SFRS11	0	16	-3	2	8	10	0.055582489										
7010_at	TEK	17	11	12	8	11	16	0.055617814										
25829_at	TMEM184B	-1	15	-2	-2	-2	17	0.055639002										
9785_at	DHX38	3	11	-1	5	4	12	0.055836257										
29999_at	FSCN3	-6	4	15	14	-1	13	0.056321808										
286148_at	DPY19L4	5	-3	-5	0	10	6	0.05632748										
4713_at	NDUFB7	11	5	11	12	11	-6	0.056385867										
7323_at	UBE2D3	-1	-6	-6	-3	7	0	0.056568696										
7316_at	UBC	-1	2	1	-3	0	1	0.056584874										
26750_at	RPS6KC1	5	11	7	3	8	0	0.056691828										
781_at	CACNA2D1	13	-4	17	16	15	9	0.056761423										
79987_at	SVEP1	5	2	6	-1	-3	6	0.056807483										
9847_at	KIAA0528	6	14	1	9	14	8	0.05686864										
23220_at	DTX4	13	16	13	-4	16	15	0.057006252										
10818_at	FRS2	8	-3	15	12	12	8	0.057033776										
6603_at	SMARCD2	8	4	1	-1	7	5	0.057075826										
5303_at	PIN4	17	-4	8	13	17	17	0.057121088										
2280_at	FKBP1A	-2	17	-2	14	-1	4	0.057154196										
3055_at	HCK	-2	5	-1	-1	3	4	0.057261944										
55388_at	MCM10	-6	-3	-5	13	-2	7	0.05729384										
3787_at	KCNS1	-4	7	9	5	5	5	0.057299327										
2868_at	GRK4	5	9	14	4	8	16	0.057343363										
9031_at	BAZ1B	4	5	12	3	9	7	0.057368337										
4172_at	MCM3	-2	3	9	8	5	6	0.057392091										
5437_at	POLR2H	-1	-2	4	3	-1	0	0.057568529										
4179_at	CD46	0	-6	-2	-3	-2	0	0.057637817										
2584_at	GALK1	13	-4	14	0	13	-6	0.057682749										
6252_at	RTN1	4	9	0	9	-3	-4	0.057728621										
5686_at	PSMA5	5	-2	3	-4	15	-4	0.057737376										
29899_at	GPSM2	9	14	10	15	13	10	0.057856036										
2_at	A2M	11	11	12	9	12	9	0.057882844										
1608_at	DGKG	13	11	10	8	13	10	0.057909555										
83447_at	SLC25A31	-1	-4	3	1	7	8	0.057961218										
6713_at	SQLE	6	0	4	2	-2	11	0.058003372										
994_at	CDC25B	-3	1	-3	1	0	-3	0.058036218										
84975_at	MFSD5	2	3	7	3	10	6	0.058103211										
84193_at	SETD3	6	9	5	9	7	2	0.058107548										
26519_at	TIMM10	17	-3	6	16	16	-4	0.058138325										
8872_at	CDC123	3	3	1	1	4	4	0.058210639										
51350_at	KRT76	-5	4	8	-4	-2	1	0.058230415										
1496_at	CTNNA2	-2	11	0	8	17	10	0.05824421										
9879_at	DDX46	10	15	2	-6	4	-6	0.058260661										
23596_at	OPN3	3	4	7	1	2	14	0.058391493										
25909_at	AHCTF1	6	-4	1	-1	10	3	0.058419905										
9355_at	LHX2	-6	15	8	12	-5	-4	0.058422094										
23085_at	ERC1	11	9	12	11	16	10	0.05859422										
1462_at	VCAN	9	11	0	8	15	10	0.05859752										
27237_at	ARHGEF16	16	4	-2	-6	1	13	0.058632945										
3185_at	HNRNPF	5	-3	-2	2	5	4	0.058765527										
1848_at	DUSP6	0	11	2	7	8	15	0.058804268										
10239_at	AP3S2	-1	5	-4	-3	4	3	0.059048386										
54798_at	DCHS2	-4	0	16	8	-5	9	0.059086826										
29988_at	SLC2A8	3	6	-5	0	7	1	0.059188753										
8448_at	DOC2A	12	6	-5	11	1	-5	0.059209387										
8477_at	GPR65	3	0	3	3	8	4	0.059352586										
11005_at	SPINK5	-1	3	12	8	10	4	0.059366501										
1894_at	ECT2	2	-4	16	7	6	5	0.059366782										
23066_at	CAND2	2	1	-2	2	4	3	0.059547781										
285203_at	C3orf64	5	8	10	5	6	13	0.059597129										
5894_at	RAF1	-1	0	0	10	4	-4	0.059615042										
5972_at	REN	-5	-1	-1	11	-3	17	0.05978105										
51128_at	SAR1B	-1	-4	5	-6	8	-4	0.059811277										
10936_at	GPR75	-5	9	15	-5	12	-5	0.059902939										
10848_at	PPP1R13L	-5	-2	14	0	-6	6	0.060217068										
1407_at	CRY1	10	13	10	4	11	13	0.060343429										
23212_at	RRS1	-1	-5	14	2	-1	-1	0.060505024										
10467_at	ZNHIT1	-3	13	13	-5	9	3	0.060519868										
9887_at	SMG7	-6	17	16	10	14	15	0.060668966										
53838_at	C11orf24	3	-4	1	2	3	13	0.060669309										
4501_at	MT1X	4	4	3	4	7	3	0.06074991										
54207_at	KCNK10	8	5	13	-5	12	10	0.06077841										
1826_at	DSCAM	17	6	12	15	10	9	0.060885383										
60626_at	RIC8A	-5	2	13	9	-3	-4	0.060886008										
8655_at	DYNLL1	16	17	10	15	17	17	0.061093142										
55727_at	BTBD7	7	6	-1	-6	6	7	0.061191819										
28998_at	MRPL13	-3	-3	7	-5	5	-4	0.061233517										
10579_at	TACC2	3	11	3	8	0	13	0.061251611										
23560_at	GTPBP4	3	14	9	1	8	6	0.061328791										
4647_at	MYO7A	-2	5	3	4	0	-4	0.061525831										
64063_at	PRSS22	9	16	17	17	-6	-2	0.061559572										
25936_at	NSL1	13	17	12	-1	16	14	0.061559777										
2781_at	GNAZ	5	10	3	8	-1	9	0.061771425										
8565_at	YARS	4	8	10	3	-1	4	0.06185045										
5671_at	PSG3	-1	6	9	14	6	7	0.061898097										
415_at	ARSE	15	14	11	13	-1	15	0.061912001										
4583_at	MUC2	11	3	7	8	-2	0	0.061991806										
27333_at	GOLIM4	10	9	6	7	13	8	0.061991983										
2294_at	FOXF1	1	5	16	9	4	3	0.061995992										
11335_at	CBX3	4	15	-3	1	6	-6	0.062077678										
25878_at	MXRA5	0	4	11	4	-2	8	0.062386527										
60489_at	APOBEC3G	14	11	6	-3	10	10	0.062391053										
5335_at	PLCG1	17	1	-3	7	16	-5	0.062412474										
81493_at	SYNC	2	-2	0	-3	9	3	0.062470371										
5119_at	CHMP1A	10	8	-2	7	1	1	0.062610431										
8697_at	CDC23	5	-4	4	3	6	-2	0.062623339										
1123_at	CHN1	-6	12	3	10	-3	1	0.062652985										
23566_at	LPAR3	12	9	-6	-2	5	9	0.062692527										
3886_at	KRT35	6	8	7	-5	2	6	0.062707027										
9635_at	CLCA2	5	1	16	-3	4	11	0.062988704										
159162_at	RBMY2FP	17	3	9	16	7	15	0.063064323										
8633_at	UNC5C	2	-3	8	-3	-3	4	0.063192941										
4846_at	NOS3	-2	-3	-5	1	0	10	0.063373023										
3628_at	INPP1	2	-2	1	-2	-4	-6	0.063480481										
55106_at	SLFN12	-4	2	7	15	2	10	0.063510908										
643641_at	ZNF862	12	3	1	11	-6	-1	0.06351195										
54758_at	KLHDC4	4	5	6	11	7	8	0.063565476										
7874_at	USP7	5	8	-5	8	5	8	0.063575418										
4651_at	MYO10	11	16	-5	12	15	11	0.063693804										
1660_at	DHX9	5	15	10	-6	-6	1	0.063795256										
57035_at	C1orf63	14	15	12	-5	17	14	0.063967442										
7056_at	THBD	-3	11	4	-1	0	-1	0.063984491										
57127_at	RHBG	-1	-6	-6	16	-2	-3	0.064015211										
7866_at	IFRD2	4	1	1	1	8	-1	0.06404385										
54986_at	ULK4	13	1	10	11	-3	6	0.064045281										
55787_at	CXorf15	7	-5	8	-5	3	16	0.064068632										
11167_at	FSTL1	0	3	9	2	3	0	0.06407479										
54869_at	EPS8L1	-6	11	-5	14	0	17	0.064084009										
28820_at	IGLV1-51	8	10	11	1	13	10	0.064086955										
79899_at	PRR5L	7	-3	2	-3	-3	14	0.064094826										
3269_at	HRH1	13	8	9	10	-6	-3	0.06412216										
11103_at	KRR1	7	14	-4	12	11	9	0.064169716										
440387_at	CTRB2	-6	8	-2	-4	8	-4	0.064200797										
7726_at	TRIM26	-5	3	13	-1	-3	4	0.064217508										
5161_at	PDHA2	-2	-2	5	17	-4	0	0.064271511										
79695_at	GALNT12	9	17	16	-2	9	7	0.064355877										
54882_at	ANKHD1	6	-4	0	-4	3	-6	0.064438486										
8170_at	SLC14A2	17	2	9	14	7	8	0.064616564										
5146_at	PDE6C	-4	-1	5	1	13	8	0.064679648										
7727_at	ZNF174	7	15	2	2	15	16	0.064818622										
26716_at	OR2H1	12	5	3	-5	2	11	0.064869358										
23139_at	MAST2	-6	14	13	4	-2	-6	0.064881702										
914_at	CD2	17	5	3	13	1	7	0.064940555										
54509_at	RHOF	-4	2	2	0	10	10	0.065036358										
23033_at	DOPEY1	7	10	-1	5	10	14	0.065036793										
8658_at	TNKS	8	13	9	3	14	14	0.065116562										
5936_at	RBM4	-4	17	11	-6	15	17	0.065151226										
4064_at	CD180	14	7	8	17	13	15	0.065184013										
2002_at	ELK1	-6	4	-2	13	8	2	0.065191294										
10330_at	CNPY2	0	-4	11	0	5	4	0.065254194										
56914_at	OTOR	-5	8	-3	-6	-1	9	0.065375831										
80761_at	UPK3B	3	3	0	6	-6	6	0.065379592										
2892_at	GRIA3	9	10	12	8	12	12	0.065402368										
29933_at	GPR132	-3	0	9	10	-5	8	0.065580028										
9337_at	CNOT8	2	-3	2	11	6	4	0.065583393										
10046_at	MAMLD1	-6	5	8	12	16	5	0.065738873										
6387_at	CXCL12	14	9	14	14	14	14	0.065814443										
1955_at	MEGF9	12	-5	6	-3	17	-3	0.065885919										
6867_at	TACC1	4	10	14	7	2	6	0.065921778										
3976_at	LIF	-3	3	6	13	0	12	0.066014879										
8836_at	GGH	1	-6	2	-2	4	3	0.066076838										
2191_at	FAP	16	-1	12	9	-5	0	0.066091972										
1797_at	DOM3Z	-6	1	-5	-4	8	-3	0.066120527										
2113_at	ETS1	2	15	9	9	7	13	0.066137298										
22925_at	PLA2R1	5	-1	-3	-2	1	4	0.066176191										
9605_at	C16orf7	5	8	-3	5	3	13	0.066203262										
1408_at	CRY2	10	7	5	6	5	15	0.066231873										
410_at	ARSA	-4	-1	12	4	5	13	0.066255815										
5597_at	MAPK6	6	9	4	4	9	3	0.0662831										
89870_at	TRIM15	14	-2	-2	5	-2	15	0.066296143										
6262_at	RYR2	6	9	11	6	6	8	0.066390257										
28957_at	MRPS28	4	-6	8	17	13	2	0.066471533										
57091_at	CASS4	11	10	-6	14	10	2	0.066511953										
98_at	ACYP2	6	-2	8	-5	-2	2	0.066531487										
2224_at	FDPS	6	10	8	0	-2	7	0.066717289										
22806_at	IKZF3	-3	-3	8	0	-6	14	0.066783864										
55810_at	FOXJ2	1	6	8	9	6	8	0.066807852										
862_at	RUNX1T1	13	12	17	8	13	-1	0.066819772										
57050_at	UTP3	1	12	6	3	10	7	0.066841959										
9465_at	AKAP7	16	13	6	-6	14	13	0.066915917										
79594_at	MUL1	-3	-1	17	4	7	6	0.06692609										
6626_at	SNRPA	2	5	4	13	1	0	0.066946836										
10866_at	HCP5	4	10	11	5	3	10	0.06701283										
55604_at	LRRC16A	1	16	-6	14	15	-6	0.067071555										
3909_at	LAMA3	-5	3	12	10	-4	14	0.067080291										
9531_at	BAG3	-3	-5	-6	-3	-5	-4	0.067119577										
8359_at	HIST1H4A	-3	2	5	11	-1	-5	0.067166843										
54788_at	DNAJB12	10	3	-4	-2	8	5	0.067183732										
28683_at	TRAV8-3	13	-4	10	14	-2	14	0.067186242										
56941_at	C3orf37	-1	13	10	5	-1	-1	0.067249549										
51043_at	ZBTB7B	16	-1	16	5	17	9	0.06725695										
353500_at	BMP8A	17	2	5	7	-4	10	0.067297475										
7156_at	TOP3A	14	8	-5	8	17	13	0.067511698										
6002_at	RGS12	14	9	2	9	1	11	0.067536903										
10252_at	SPRY1	-1	1	10	10	0	13	0.06758643										
1836_at	SLC26A2	-1	1	16	0	1	3	0.067596306										
1844_at	DUSP2	-1	3	16	9	-4	-4	0.067597401										
54541_at	DDIT4	2	2	-1	4	1	2	0.067692139										
162_at	AP1B1	3	0	-1	12	-2	6	0.067824522										
9849_at	ZNF518A	6	-5	15	0	9	16	0.067870478										
10343_at	PKDREJ	-1	1	8	8	2	-4	0.06787066										
57215_at	THAP11	2	-1	16	0	17	6	0.067986539										
25794_at	FSCN2	13	7	-2	-1	8	3	0.068087336										
10903_at	MTMR11	17	-1	9	-6	0	0	0.06811197										
25939_at	SAMHD1	17	2	-4	12	10	8	0.068129043										
79740_at	ZBBX	6	-2	10	15	5	7	0.068193081										
5832_at	ALDH18A1	-1	6	-3	-4	-1	-3	0.068203753										
5164_at	PDK2	16	-2	-2	11	10	2	0.068249308										
80063_at	ATF7IP2	-4	4	-5	15	-2	-1	0.068274459										
23143_at	LRCH1	14	16	14	-1	15	14	0.068318339										
4197_at	MDS1	-4	5	13	14	14	17	0.068320783										
51319_at	RSRC1	9	17	1	-4	11	8	0.068360928										
8624_at	PSMG1	6	10	13	13	5	4	0.068373821										
51340_at	CRNKL1	12	16	8	11	15	17	0.068465681										
81556_at	C15orf44	2	0	8	-6	3	5	0.068536135										
11097_at	NUPL2	6	14	15	14	15	14	0.068662399										
926_at	CD8B	11	4	2	0	5	9	0.068675936										
26333_at	OR7A17	4	5	8	13	-1	8	0.068686074										
26589_at	MRPL46	1	-3	3	-3	8	11	0.068763925										
57817_at	HAMP	3	6	-1	0	2	3	0.068807153										
50805_at	IRX4	9	13	2	7	4	-2	0.068816364										
6247_at	RS1	-1	6	-2	17	1	9	0.068927469										
4860_at	PNP	-1	-2	3	-1	-2	-2	0.068934405										
427_at	ASAH1	9	12	-2	15	11	12	0.069023617										
5890_at	RAD51L1	-4	8	16	-4	-5	14	0.069033751										
79047_at	KCTD15	15	7	-2	13	6	0	0.069058176										
4620_at	MYH2	1	6	11	13	10	10	0.069293357										
25847_at	ANAPC13	0	8	10	-4	5	4	0.06937555										
54149_at	C21orf91	-4	-1	7	-4	-3	1	0.069558745										
57795_at	FAM5B	16	10	2	10	8	10	0.069561477										
8082_at	SSPN	5	9	-2	9	12	7	0.069571848										
54873_at	PALMD	11	14	12	11	6	-6	0.069592466										
23076_at	RRP1B	3	11	11	8	7	9	0.069653347										
25775_at	C22orf24	4	-5	10	10	3	16	0.069771796										
54538_at	ROBO4	13	4	-4	-6	10	-3	0.069814342										
90627_at	STARD13	1	3	6	7	16	3	0.069823148										
5577_at	PRKAR2B	15	12	12	10	16	15	0.069882433										
56342_at	PPAN	10	3	1	3	-6	14	0.070035751										
80174_at	DBF4B	10	11	15	-1	12	12	0.070265517										
51182_at	HSPA14	4	2	2	6	17	2	0.070296815										
11085_at	ADAM30	-5	-1	8	10	-3	14	0.070395568										
57665_at	RDH14	5	-1	8	2	0	8	0.070489143										
10600_at	USP16	6	14	4	-5	7	13	0.070527297										
1600_at	DAB1	14	-2	-3	17	-5	11	0.070540978										
81029_at	WNT5B	-5	2	15	13	7	1	0.070554086										
55612_at	FERMT1	8	15	11	14	12	10	0.070665393										
79979_at	TRMT2B	2	1	9	4	-6	7	0.070725627										
3553_at	IL1B	-2	3	2	-2	-1	1	0.070815154										
22882_at	ZHX2	5	6	8	8	10	5	0.070845977										
9245_at	GCNT3	-5	-1	6	7	-1	-1	0.071016662										
10295_at	BCKDK	10	7	8	7	1	10	0.07116138										
9456_at	HOMER1	16	15	10	10	15	17	0.071182788										
4758_at	NEU1	-2	0	2	-2	15	-3	0.071300966										
26207_at	PITPNC1	-2	1	3	0	1	0	0.071363396										
9166_at	EBAG9	-3	15	11	8	8	-4	0.071379676										
6747_at	SSR3	-5	-2	-4	-3	17	-3	0.071406779										
5232_at	PGK2	1	7	-3	2	1	7	0.071509488										
9538_at	EI24	1	2	6	3	5	11	0.071517438										
92104_at	TTC30A	5	17	6	10	7	9	0.071592265										
3912_at	LAMB1	5	14	15	14	7	4	0.071606858										
9227_at	LRAT	-3	13	4	5	8	1	0.071652921										
1627_at	DBN1	-2	8	2	4	3	-3	0.071668228										
79096_at	C11orf49	6	7	9	8	12	11	0.071673366										
1587_at	ADAM3A	8	12	5	9	8	13	0.071706696										
2977_at	GUCY1A2	16	3	15	10	-4	14	0.071741793										
1121_at	CHM	3	-1	-6	-6	-3	5	0.071767042										
23532_at	PRAME	3	8	9	13	-4	-6	0.071827898										
1392_at	CRH	17	16	-6	16	11	15	0.071852545										
8531_at	CSDA	0	4	0	1	1	0	0.072002609										
5430_at	POLR2A	5	-6	5	4	1	8	0.072030811										
3881_at	KRT31	-6	8	-6	-1	6	9	0.072078892										
1006_at	CDH8	2	-2	5	-3	17	10	0.072278573										
1081_at	CGA	-3	3	14	-3	9	5	0.072336098										
799_at	CALCR	14	11	11	-3	-2	17	0.072510801										
8368_at	HIST1H4L	-2	6	-4	-4	-6	12	0.072526783										
9098_at	USP6	3	4	6	-1	11	9	0.072537964										
338645_at	LUZP2	-6	2	5	-1	12	9	0.072543568										
4189_at	DNAJB9	3	-3	2	0	3	-2	0.072744781										
6783_at	SULT1E1	11	2	2	8	16	9	0.072772754										
27229_at	TUBGCP4	-4	-2	-5	-5	9	7	0.07287263										
135948_at	OR2F2	-4	-5	10	-2	12	-5	0.072902203										
8527_at	DGKD	-2	7	4	-3	5	14	0.073079457										
79805_at	VASH2	6	2	2	6	10	17	0.073092523										
2799_at	GNS	1	-4	-3	2	6	5	0.073093832										
55819_at	RNF130	12	-4	14	-4	-6	14	0.073104176										
933_at	CD22	14	-5	-3	-3	-3	15	0.073198347										
9228_at	DLGAP2	12	10	12	10	10	14	0.07327203										
1479_at	CSTF3	0	7	3	10	12	-1	0.073409274										
6503_at	SLA	17	6	4	8	1	5	0.073426341										
1583_at	CYP11A1	-6	4	8	4	-4	-4	0.073435277										
2152_at	F3	3	-6	3	1	-1	0	0.073517042										
2150_at	F2RL1	16	2	0	11	4	7	0.073567093										
11046_at	SLC35D2	9	-5	-4	2	6	8	0.073608314										
51073_at	MRPL4	-1	-1	11	8	2	-3	0.073785253										
4646_at	MYO6	8	17	16	14	13	13	0.073804808										
28962_at	OSTM1	3	4	16	7	3	0	0.073839682										
24147_at	FJX1	5	8	0	9	3	13	0.073846008										
79084_at	WDR77	-6	17	10	-3	17	0	0.073906859										
9704_at	DHX34	2	7	8	5	11	-4	0.073909524										
65980_at	BRD9	-1	6	6	6	1	6	0.073977519										
10716_at	TBR1	-6	-6	9	8	1	8	0.074018173										
55082_at	ARGLU1	3	15	-1	-6	-4	17	0.07409403										
55011_at	PIH1D1	-5	-5	11	16	-5	-6	0.074101701										
10126_at	DNAL4	16	14	16	12	-4	13	0.074129071										
3680_at	ITGA9	-6	-4	12	17	1	14	0.074138215										
51363_at	CHST15	-1	6	8	8	6	1	0.07414691										
53339_at	BTBD1	4	8	-1	8	0	6	0.074253216										
8140_at	SLC7A5	16	8	10	5	1	-2	0.074253849										
54928_at	IMPAD1	-4	0	15	-5	7	8	0.074255692										
58487_at	CREBZF	3	-1	-2	6	1	3	0.074460868										
23031_at	MAST3	15	14	-4	11	12	15	0.074532122										
2286_at	FKBP2	15	0	10	-2	-4	0	0.074573588										
8778_at	SIGLEC5	11	1	-3	16	13	6	0.074687452										
57804_at	POLD4	-6	5	-4	17	2	10	0.074729066										
9529_at	BAG5	10	13	5	12	10	-5	0.074825376										
26085_at	KLK13	-2	3	10	16	2	6	0.074952893										
29944_at	PNMA3	17	1	16	-5	-1	11	0.075019433										
7082_at	TJP1	10	17	13	12	14	8	0.075266762										
197_at	AHSG	11	9	-4	-2	-3	12	0.075334265										
81789_at	TIGD6	7	-6	-2	4	12	12	0.075345462										
830_at	CAPZA2	1	-3	6	2	7	0	0.075403933										
387263_at	C6orf120	3	0	5	7	6	5	0.075410135										
23650_at	TRIM29	16	2	14	11	4	6	0.075447524										
8601_at	RGS20	15	14	7	16	16	-6	0.075479509										
3805_at	KIR2DL4	-6	-3	10	17	-3	4	0.075499494										
225_at	ABCD2	-4	-5	11	13	15	3	0.075555175										
3938_at	LCT	-6	-1	10	12	-4	8	0.075594792										
79785_at	RERGL	7	9	10	8	9	13	0.075641846										
80059_at	LRRTM4	11	15	12	9	12	-5	0.075694785										
1003_at	CDH5	-2	16	15	3	-4	-5	0.075884728										
4790_at	NFKB1	-5	0	9	13	-3	-4	0.075928653										
8824_at	CES2	14	8	15	13	4	12	0.075928899										
6634_at	SNRPD3	14	17	16	0	11	6	0.076017885										
54863_at	C9orf167	16	-5	-3	5	0	10	0.076118774										
26286_at	ARFGAP3	2	2	3	1	2	-3	0.076125907										
4281_at	MID1	-4	14	13	13	13	-6	0.076174681										
4113_at	MAGEB2	0	5	10	3	9	9	0.076292661										
6000_at	RGS7	5	11	10	-3	-4	-6	0.076303315										
23314_at	SATB2	5	11	10	8	-6	-5	0.076366912										
8440_at	NCK2	2	3	13	5	-5	0	0.076378887										
26610_at	ELP4	-2	-5	-1	-6	15	17	0.076548724										
2252_at	FGF7	6	-6	1	17	15	10	0.076603922										
2669_at	GEM	-1	2	4	-2	-1	-1	0.076609619										
6820_at	SULT2B1	-4	7	10	-4	3	11	0.076651027										
9973_at	CCS	9	12	-6	2	8	8	0.076813207										
80111_at	C3orf36	16	11	9	17	-4	15	0.076820553										
1116_at	CHI3L1	5	4	2	2	4	1	0.07690083										
7699_at	ZNF140	4	17	0	-2	10	-3	0.076918367										
6750_at	SST	15	-3	11	-4	-5	-5	0.076918755										
28966_at	SNX24	5	14	-5	1	7	9	0.076927964										
22913_at	RALY	16	9	16	-1	5	11	0.077023267										
4619_at	MYH1	-5	11	8	-6	1	9	0.077034364										
6764_at	ST5	7	9	9	5	10	2	0.077134462										
2980_at	GUCA2A	16	4	-5	12	8	-2	0.077256348										
91373_at	UAP1L1	4	1	-6	-4	6	3	0.077331743										
847_at	CAT	-3	-4	-6	17	-6	-2	0.077581547										
54542_at	RC3H2	3	-1	-4	12	13	-3	0.077615578										
84223_at	IQCG	4	4	6	14	4	9	0.077710085										
23682_at	RAB38	10	0	7	9	1	15	0.077892978										
4014_at	LOR	14	0	6	10	12	6	0.077967938										
283537_at	SLC46A3	15	10	10	12	11	7	0.078031419										
1960_at	EGR3	17	13	1	11	-6	-4	0.07809217										
29914_at	UBIAD1	12	15	-2	-6	8	8	0.078099834										
997_at	CDC34	3	-5	12	6	0	-5	0.078147281										
23704_at	KCNE4	0	1	3	0	0	0	0.078227426										
55024_at	BANK1	-1	-1	11	-6	7	6	0.078330223										
26664_at	OR7C1	-4	2	-2	14	4	11	0.078434467										
5897_at	RAG2	12	3	4	-3	-3	3	0.078435574										
10294_at	DNAJA2	-4	17	-6	16	9	-3	0.078521599										
7761_at	ZNF214	16	0	9	0	6	2	0.078591013										
25959_at	KANK2	-4	13	13	11	12	13	0.078601517										
8935_at	SKAP2	1	-2	-5	7	-4	6	0.07872022										
11250_at	GPR45	-4	-2	-3	-4	-5	4	0.07877011										
92483_at	LDHAL6B	-2	-4	7	-2	17	13	0.078814838										
3665_at	IRF7	-1	0	-4	4	-1	-3	0.078886229										
23034_at	SAMD4A	-4	7	-1	-3	1	6	0.078898465										
8723_at	SNX4	5	14	16	3	7	-5	0.078954308										
2200_at	FBN1	9	17	14	-4	7	8	0.078964188										
2745_at	GLRX	-3	-5	1	0	0	2	0.079057222										
9764_at	KIAA0513	11	9	6	10	8	15	0.079108675										
4938_at	OAS1	-5	-3	15	13	6	15	0.079120987										
9651_at	PLCH2	0	11	-3	8	-6	17	0.079124743										
3607_at	FOXK2	3	2	5	6	-1	-3	0.079166141										
710_at	SERPING1	1	-4	-3	2	2	-1	0.079242318										
901_at	CCNG2	-3	-3	-2	13	16	-4	0.079261096										
7692_at	ZNF133	9	10	-2	12	9	17	0.079276731										
5744_at	PTHLH	-5	0	11	13	1	-6	0.079363297										
64816_at	CYP3A43	-5	1	8	17	0	7	0.079379765										
7307_at	U2AF1	11	8	6	10	14	9	0.07961179										
64065_at	PERP	12	15	-6	-2	-3	-1	0.079675534										
253190_at	SERHL2	-6	5	8	-6	1	7	0.079684255										
51564_at	HDAC7	16	3	-6	-2	0	12	0.079719918										
3080_at	CFHR2	1	-4	9	-1	1	-2	0.079735973										
22795_at	NID2	-6	-5	-2	11	4	13	0.079737873										
6631_at	SNRPC	-5	1	-6	16	0	-5	0.079793933										
10214_at	SSX3	-3	2	-4	10	-3	0	0.079825245										
26002_at	MOXD1	6	-4	-1	14	17	7	0.079829354										
81491_at	GPR63	12	7	12	3	-3	9	0.079832487										
54957_at	TXNL4B	15	14	-4	12	14	-3	0.079858868										
9453_at	GGPS1	-4	-2	6	15	9	16	0.079935097										
9575_at	CLOCK	-6	-5	-6	13	-6	17	0.079945866										
23533_at	PIK3R5	-3	17	7	11	-5	17	0.079956749										
259197_at	NCR3	12	-2	-3	10	-2	16	0.079961359										
3561_at	IL2RG	-5	9	-1	13	3	8	0.079976209										
399_at	RHOH	-4	2	13	13	-3	5	0.080032315										
26018_at	LRIG1	5	11	2	6	-1	5	0.080048977										
51759_at	C9orf78	5	16	10	6	17	0	0.080126709										
55334_at	SLC39A9	-2	17	-6	-5	13	7	0.080222105										
8507_at	ENC1	11	12	7	11	-6	10	0.080254976										
79908_at	BTNL8	-5	3	8	-5	1	8	0.080258321										
4728_at	NDUFS8	15	17	12	17	13	17	0.08030141										
1048_at	CEACAM5	13	-5	8	7	-5	-4	0.080305797										
801_at	CALM1	14	12	0	12	11	14	0.08032878										
2329_at	FMO4	-5	4	8	16	2	9	0.080429756										
5905_at	RANGAP1	16	0	-3	5	-2	-2	0.080460566										
